REF,Company (Manufacturer),Company Location,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent (%),Ingredients,Most Memorable Characteristics,Rating
2502,141,57,14,226,71.65558252427185,1,93,3.25
2656,141,57,23,67,70.0,1,1817,3.75
2720,70,57,20,454,72.0,1,1837,3.5
2724,70,57,31,680,72.0,1,1091,3.5
2724,70,57,22,689,71.65558252427185,1,718,3.0
2522,142,57,21,1022,70.0,5,1429,3.5
2522,142,57,1,833,75.0,5,1386,3.5
2526,142,57,20,701,70.0,5,1600,3.25
2526,142,57,30,1247,70.0,5,1378,3.5
2622,143,32,30,325,71.65558252427185,1,463,3.75
785,146,1,0,382,70.0,16,2018,3.25
1654,146,1,0,512,70.0,5,1528,2.75
1928,147,57,13,412,72.0,1,875,2.75
1610,148,56,53,1113,70.0,5,731,3.0
1610,148,56,14,731,70.0,5,696,3.5
1666,148,56,19,363,71.65558252427185,5,1269,2.25
1666,148,56,31,922,70.0,5,1294,2.75
2574,149,57,37,1083,71.65558252427185,12,879,2.5
2574,149,57,23,61,72.0,12,739,3.0
2574,149,57,35,1332,72.0,12,1385,3.5
805,150,57,10,1336,70.0,1,520,3.0
805,150,57,8,320,70.0,1,805,3.25
915,150,57,13,463,70.0,1,1776,3.75
1026,150,57,57,372,70.0,1,11,2.75
1026,150,57,57,998,70.0,1,1027,3.25
1085,150,57,57,779,71.65558252427185,1,1484,3.5
1153,150,57,34,992,70.0,1,1098,3.5
1219,150,57,1,829,71.65558252427185,1,887,3.5
1295,150,57,14,215,70.0,1,868,3.5
1303,150,57,27,196,70.0,1,1491,2.75
1387,150,57,13,1152,70.0,1,181,3.75
1446,150,57,1,851,71.65558252427185,1,990,3.0
1816,150,57,13,1396,70.0,1,181,3.75
2024,150,57,10,543,70.0,1,246,3.0
2178,150,57,41,510,70.0,1,2040,3.0
2178,150,57,22,1360,71.65558252427185,1,1235,3.25
2178,150,57,23,62,70.0,1,1442,3.5
2386,150,57,58,153,70.0,1,817,3.5
2546,150,57,49,642,70.0,1,439,3.5
2546,150,57,4,1341,70.0,1,487,4.0
2550,150,57,35,1032,70.0,1,784,3.25
2550,150,57,13,1390,70.0,1,614,3.5
2602,150,57,20,208,70.0,1,1374,2.75
2602,150,57,23,63,70.0,1,1373,2.75
2602,150,57,23,65,71.65558252427185,1,1318,3.25
654,152,57,13,402,71.65558252427185,1,804,3.25
654,152,57,28,749,70.0,1,116,3.25
654,152,57,49,1256,70.0,1,225,3.25
2550,151,57,13,1391,70.0,1,1029,3.0
423,153,20,20,714,71.65558252427185,14,457,3.0
661,153,20,20,742,71.65558252427185,14,1286,3.5
987,153,20,57,283,75.0,14,865,3.0
987,153,20,20,742,70.0,1,1758,3.75
987,153,20,28,1123,70.0,1,1311,3.75
987,153,20,20,714,70.0,1,1909,4.0
991,153,20,20,969,70.0,1,1189,3.25
1920,144,57,57,1350,72.0,1,1178,2.75
1920,144,57,58,1354,72.0,1,1376,3.0
1920,144,57,2,381,71.65558252427185,1,714,3.25
2342,154,3,35,1030,72.0,12,1165,3.0
2342,154,3,58,855,70.0,12,1164,3.25
1550,155,57,28,749,70.0,5,1951,3.0
1550,155,57,57,937,70.0,5,1483,3.25
1554,155,57,49,1256,70.0,5,1003,3.0
1554,155,57,14,433,70.0,5,95,3.25
1708,155,57,3,178,75.0,5,1075,3.25
1093,156,57,18,499,71.65558252427185,12,2027,2.5
1093,156,57,13,1093,70.0,12,173,2.75
1093,156,57,57,1348,70.0,12,648,2.75
1462,157,5,4,896,72.0,5,1988,3.5
1832,158,45,55,193,70.0,5,910,2.5
1832,158,45,28,1134,70.0,5,908,3.0
175,159,57,14,433,71.0,14,200,3.0
180,159,57,35,1006,71.65558252427185,14,1090,3.0
2222,160,12,13,459,70.0,1,1067,2.5
2222,160,12,13,426,70.0,1,484,2.5
2222,160,12,13,426,71.65558252427185,1,1070,3.0
1916,161,6,49,637,72.0,1,2021,2.5
2422,161,6,20,880,72.0,1,1694,3.0
682,162,57,57,778,75.0,1,1856,2.75
769,162,57,13,691,74.0,1,605,3.0
769,162,57,14,433,70.0,1,813,3.25
895,162,57,3,178,75.0,1,549,2.75
1034,162,57,14,439,70.0,1,1276,3.25
1235,162,57,13,459,71.65558252427185,1,1080,3.5
1634,162,57,3,46,70.0,1,1848,3.75
1952,162,57,20,712,70.0,1,81,3.75
1972,162,57,4,480,75.0,1,1849,3.75
2016,162,57,42,1216,72.0,1,2064,4.0
2270,162,57,1,847,72.0,1,408,4.0
2434,162,57,28,18,72.0,1,1821,3.75
2466,162,57,2,912,73.0,1,125,3.5
2554,162,57,26,104,75.0,1,1650,3.75
2656,162,57,30,1214,71.65558252427185,1,507,4.0
2732,163,3,28,749,71.65558252427185,5,1648,3.0
2740,163,3,58,1354,71.65558252427185,5,1928,2.75
2402,164,42,39,1182,70.0,12,241,2.75
2406,164,42,39,1180,75.0,12,1014,2.5
2406,164,42,39,1181,75.0,12,85,3.0
1371,165,56,33,983,72.0,5,1074,3.25
1371,165,56,57,1077,71.65558252427185,5,650,3.25
1407,165,56,31,607,72.0,5,1199,3.5
311,166,57,54,931,70.0,19,376,3.75
63,167,3,2,909,71.65558252427185,6,7,1.5
87,168,27,57,1238,71.65558252427185,1,1047,3.0
87,168,27,35,77,70.0,1,721,3.25
87,168,27,57,237,71.65558252427185,1,299,3.5
111,168,27,57,1054,70.0,1,323,4.0
129,168,27,57,939,75.0,1,1851,3.25
135,168,27,28,749,70.0,1,754,3.5
192,168,27,28,748,70.0,1,1700,3.5
192,168,27,24,605,71.65558252427185,1,402,3.75
192,168,27,14,433,70.0,1,369,4.0
192,168,27,57,940,70.0,1,367,4.0
227,168,27,57,254,70.0,1,430,3.0
272,168,27,8,1270,70.0,1,421,3.0
272,168,27,2,171,71.65558252427185,1,1830,3.5
272,168,27,2,586,70.0,1,1843,3.75
470,168,27,57,292,70.0,1,1897,3.0
693,168,27,57,230,71.65558252427185,1,1708,3.5
863,168,27,49,886,70.0,1,1840,3.5
863,168,27,57,530,70.0,1,320,3.75
1109,168,27,57,578,71.65558252427185,19,1705,3.0
1672,168,27,14,547,70.0,1,737,3.75
1672,168,27,57,941,71.65558252427185,1,1253,3.75
2040,168,27,49,1256,70.0,1,409,4.0
2748,168,27,4,186,70.0,1,807,3.5
1672,169,56,57,1101,70.0,5,129,2.5
1880,169,56,19,910,71.65558252427185,3,1026,2.75
2052,169,56,36,613,71.5,3,1122,2.75
2052,169,56,20,1353,71.65558252427185,3,1173,3.5
2390,170,57,13,952,71.65558252427185,1,535,2.5
2390,170,57,49,639,70.0,1,563,2.75
2390,170,57,13,565,75.0,1,530,3.0
2752,171,57,13,1400,70.0,1,1992,3.25
2752,171,57,31,925,75.0,1,578,2.75
2752,171,57,21,1020,70.0,1,1403,3.25
516,172,56,33,982,70.0,5,146,3.5
516,172,56,14,346,72.0,5,1415,3.75
523,172,56,14,1231,71.65558252427185,5,164,2.5
523,172,56,35,1232,70.0,5,454,3.75
623,172,56,22,590,72.0,5,509,3.75
697,172,56,33,175,71.65558252427185,5,1024,3.0
697,172,56,31,901,71.0,5,943,3.25
765,172,56,57,937,71.0,5,926,3.5
923,172,56,57,937,71.65558252427185,5,370,3.75
1331,172,56,31,309,71.65558252427185,12,1553,3.5
1662,172,56,20,1107,70.0,12,1001,4.0
1964,172,56,32,474,70.0,12,142,2.75
2366,172,56,36,1227,70.0,12,235,3.5
2648,172,56,31,610,70.0,12,746,3.5
1506,173,57,13,410,70.0,1,207,3.25
1626,174,57,35,801,71.65558252427185,5,1577,3.5
1626,174,57,57,1105,71.65558252427185,5,658,3.5
1630,174,57,13,1249,70.0,5,458,3.25
1630,174,57,57,244,70.0,5,177,3.25
1630,174,57,14,347,70.0,5,78,4.0
2040,174,57,35,1031,70.0,5,1719,4.0
2744,145,57,13,1388,70.0,5,5,3.0
1343,176,6,35,1014,70.0,5,2062,3.25
1343,176,6,28,759,70.0,5,2000,3.5
1343,176,6,13,414,70.0,5,1770,3.75
1812,177,6,8,1303,70.0,5,519,3.25
1812,177,6,8,83,71.65558252427185,5,1108,3.25
919,178,57,35,800,72.0,5,137,2.75
1876,179,18,57,1054,68.0,1,543,3.0
2534,180,57,28,24,71.65558252427185,1,1145,3.0
2534,180,57,8,1303,70.0,1,247,3.0
252,181,4,3,31,71.0,12,1020,2.75
709,181,4,3,34,75.0,12,1241,3.75
32,182,59,57,239,70.0,16,831,2.75
206,182,59,57,238,74.0,16,1522,2.5
206,182,59,57,240,71.65558252427185,16,1163,3.0
439,182,59,57,1102,71.65558252427185,16,2048,2.75
439,182,59,57,1103,70.0,16,1629,3.0
1662,182,59,57,1155,71.65558252427185,16,1767,3.75
2382,183,57,20,1053,71.65558252427185,5,232,3.5
2724,183,57,49,646,70.0,5,888,3.5
2724,183,57,28,717,70.0,5,1473,3.25
2728,183,57,1,850,70.0,5,517,3.5
2728,183,57,14,1079,70.0,5,630,3.0
2728,183,57,13,1399,71.65558252427185,5,495,3.0
2728,183,57,55,1195,70.0,5,1641,3.75
1137,184,48,44,464,70.0,1,1621,3.25
2108,185,17,21,1021,71.65558252427185,1,1642,3.5
2108,185,17,20,91,70.0,1,1798,3.5
2114,185,17,13,952,70.0,1,583,3.25
2118,185,17,28,135,70.0,1,763,3.5
1916,175,57,22,1362,75.0,1,160,3.25
2198,175,57,58,161,71.65558252427185,1,925,3.0
2350,175,57,41,509,70.0,5,483,2.5
2350,175,57,53,765,71.65558252427185,5,1159,3.5
1205,186,17,58,152,71.65558252427185,5,1778,3.25
1209,186,17,58,98,74.0,5,826,3.25
252,187,57,57,937,72.0,14,2066,3.0
431,187,57,2,245,71.65558252427185,14,1959,2.75
903,187,57,57,1100,70.0,14,1219,2.75
2570,187,57,8,86,70.0,1,1087,3.5
666,188,57,57,1054,70.0,14,1891,2.5
1275,189,57,13,402,71.65558252427185,5,209,3.75
2664,189,57,55,1333,70.0,5,1524,3.0
2450,190,57,35,798,71.65558252427185,5,496,3.0
565,192,57,4,877,75.0,1,1346,2.75
48,193,52,57,782,71.65558252427185,16,339,3.0
48,193,52,14,87,72.0,16,652,3.5
56,193,52,3,35,68.0,16,285,4.0
105,193,52,13,460,71.65558252427185,16,392,3.0
494,193,52,19,521,71.65558252427185,16,1756,3.5
1283,194,57,37,1081,71.65558252427185,5,979,2.25
1283,194,57,13,402,71.65558252427185,5,1608,3.25
2474,195,6,22,573,70.0,5,1267,2.75
2478,195,6,30,861,71.65558252427185,5,35,3.0
2482,195,6,8,271,70.0,5,1229,2.75
2486,195,6,2,1323,70.0,5,742,3.25
2394,196,56,34,623,72.0,12,147,3.5
2398,196,56,36,866,73.0,12,354,3.25
2398,196,56,42,524,71.65558252427185,12,1352,3.5
2398,196,56,56,769,72.0,12,176,3.75
2150,197,57,13,957,75.0,1,1487,3.5
2154,197,57,1,848,75.0,1,873,2.75
2154,197,57,20,881,75.0,1,874,2.75
2154,197,57,8,1309,75.0,1,898,3.0
2202,191,36,28,135,70.0,5,1149,3.0
2206,191,36,23,508,68.0,5,1169,3.5
2206,191,36,49,639,71.65558252427185,5,748,3.5
1267,198,56,35,1108,72.0,3,260,2.75
1776,199,40,13,402,71.65558252427185,18,1886,2.75
1772,200,44,28,19,70.0,1,864,2.75
1776,200,44,14,214,71.65558252427185,1,1828,3.5
1776,200,44,49,641,67.0,1,870,3.75
2072,200,44,3,31,70.0,1,1186,3.0
2072,200,44,24,978,70.0,1,1579,3.0
2072,200,44,36,396,70.0,1,1540,3.25
2072,200,44,21,1020,68.0,1,1474,3.5
2076,200,44,13,952,72.0,1,263,2.75
2430,200,44,30,488,70.0,1,1822,3.0
2430,200,44,28,971,71.65558252427185,1,1445,3.5
2712,200,44,24,195,72.0,1,499,3.5
2712,200,44,29,1188,72.0,1,437,3.5
2318,201,34,34,669,70.0,1,1272,3.0
2318,201,34,49,635,70.0,1,1195,3.25
2322,201,34,3,33,70.0,1,920,3.0
2322,201,34,56,815,70.0,1,747,3.0
2322,201,34,8,1304,70.0,1,485,3.0
2322,201,34,14,220,70.0,1,722,3.75
2326,201,34,35,1325,70.0,1,686,3.75
911,202,59,57,228,71.65558252427185,5,1208,3.75
1355,202,59,57,282,70.0,5,1007,3.5
1355,202,59,57,951,70.0,5,149,3.75
2100,202,59,57,1242,70.0,5,1011,3.0
2100,202,59,57,246,70.0,5,511,3.25
2118,202,59,57,379,72.0,1,1187,3.5
2122,202,59,57,297,71.65558252427185,1,1652,3.0
1351,203,3,28,749,71.65558252427185,12,33,3.5
1538,203,3,10,352,71.65558252427185,12,681,3.5
1538,203,3,35,1007,75.0,12,2043,3.5
781,204,57,35,789,71.65558252427185,1,217,3.5
785,204,57,13,691,71.65558252427185,1,192,3.5
883,204,57,35,1311,70.0,1,745,2.5
1295,204,57,31,817,71.65558252427185,1,1954,3.25
1634,204,57,20,535,71.65558252427185,1,1470,3.5
1940,204,57,35,911,70.0,1,1656,3.5
2430,204,57,23,71,71.0,5,1987,3.25
370,205,57,26,598,71.65558252427185,5,397,3.0
370,205,57,26,597,70.0,5,394,3.25
636,205,57,18,502,71.65558252427185,5,1071,2.75
642,205,57,26,599,70.0,5,796,3.25
642,205,57,13,329,72.0,5,1393,3.5
642,205,57,26,600,70.0,5,2070,3.5
682,205,57,28,1127,74.0,5,2076,2.75
682,205,57,13,330,72.0,5,1770,3.25
688,205,57,28,1128,71.65558252427185,5,1534,3.0
745,205,57,57,288,70.0,5,1981,4.0
899,205,57,34,810,71.65558252427185,1,1095,3.5
899,205,57,34,812,71.65558252427185,1,1675,3.5
915,205,57,28,1129,74.0,5,153,4.0
927,205,57,34,811,71.65558252427185,1,1980,4.0
931,205,57,34,813,69.0,1,1592,3.0
1030,205,57,13,331,72.0,5,1114,3.25
1081,205,57,13,332,72.0,5,77,3.75
1117,205,57,35,1169,70.0,5,219,3.75
1149,205,57,35,150,70.0,5,194,4.0
1383,205,57,35,791,70.0,5,1037,3.0
1383,205,57,35,790,70.0,5,1323,3.5
1383,205,57,35,792,70.0,5,758,3.5
1387,205,57,35,793,70.0,5,1664,3.5
2024,205,57,20,1051,70.0,5,1419,3.5
2024,205,57,20,1052,70.0,5,1048,3.75
2028,205,57,20,1050,70.0,5,1420,3.5
2174,205,57,57,293,72.0,5,1477,3.25
2174,205,57,57,253,72.0,5,284,3.5
2642,205,57,18,4,68.0,5,257,3.25
2642,205,57,18,5,68.0,5,771,3.5
2644,205,57,31,924,70.0,5,1275,3.5
2644,205,57,31,923,71.65558252427185,5,1405,3.75
2644,205,57,57,286,68.0,5,1500,4.0
2704,205,57,28,1125,70.0,5,1389,3.5
2708,205,57,35,709,74.0,5,1021,3.0
2708,205,57,35,710,74.0,5,1755,3.25
2000,206,57,4,478,70.0,1,341,3.5
2000,206,57,49,648,70.0,1,398,3.75
1375,207,57,1,144,71.65558252427185,1,1743,3.5
1375,207,57,28,749,70.0,1,1872,3.5
1375,207,57,35,1006,70.0,1,43,4.0
1912,208,11,31,1116,70.0,1,2039,3.5
1956,208,11,31,129,70.0,5,300,3.75
2122,208,11,31,925,68.0,5,2004,3.5
2122,208,11,31,607,70.0,5,1870,3.75
2126,208,11,31,677,70.0,5,2071,3.25
2126,208,11,31,852,70.0,5,245,3.75
2126,208,11,20,589,70.0,5,919,4.0
2130,208,11,31,306,70.0,5,733,3.0
2130,208,11,31,307,71.65558252427185,5,469,3.5
2130,208,11,31,899,70.0,5,75,3.75
2130,208,11,31,1116,70.0,5,44,4.0
2134,208,11,31,1115,71.65558252427185,5,899,3.25
2720,208,11,31,418,70.0,5,244,3.5
623,209,11,31,608,70.0,5,640,3.25
623,209,11,31,309,70.0,5,1995,3.5
623,209,11,31,901,71.65558252427185,5,1468,3.5
895,209,11,31,311,71.65558252427185,5,932,3.25
899,209,11,22,1096,70.0,5,1774,3.25
899,209,11,31,310,70.0,5,1288,3.25
923,209,11,31,1117,70.0,5,1296,3.75
1034,209,11,31,130,71.65558252427185,5,1277,3.25
1034,209,11,31,853,70.0,5,25,3.5
1259,209,11,31,676,70.0,5,1079,3.5
781,210,57,10,352,70.0,5,669,3.0
863,210,57,35,1006,70.0,5,1310,2.5
1046,210,57,13,691,71.65558252427185,5,510,3.75
1185,210,57,14,210,75.0,5,1630,3.0
1347,210,57,53,513,70.0,5,474,3.75
1780,210,57,3,1374,74.0,1,1312,3.75
1780,210,57,10,359,74.0,1,1285,4.0
2278,210,57,28,1140,71.65558252427185,1,31,3.75
2554,210,57,13,569,68.0,14,504,3.75
2664,210,57,35,1326,72.0,5,70,3.75
2174,211,53,48,1250,70.0,5,174,2.5
2190,211,53,28,749,70.0,1,778,3.0
2202,211,53,49,1256,70.0,1,4,3.0
2202,211,53,57,283,70.0,5,503,3.5
1642,212,18,18,3,70.0,12,218,4.0
1646,212,18,13,328,71.65558252427185,12,1853,3.5
1646,212,18,13,328,71.65558252427185,12,464,3.5
1646,212,18,28,17,75.0,12,1399,3.5
2012,212,18,57,1058,75.0,5,624,3.5
2096,212,18,20,205,72.0,5,542,2.75
2282,212,18,57,283,71.65558252427185,5,598,2.75
1848,213,57,1,1282,70.0,1,1101,3.5
1924,214,57,20,93,71.65558252427185,5,1904,3.25
1924,214,57,31,448,71.65558252427185,5,1092,3.25
2032,214,57,35,1327,70.0,5,337,3.25
2446,214,57,8,184,71.65558252427185,5,9,2.5
2446,214,57,10,358,71.65558252427185,5,726,3.0
2602,214,57,14,351,70.0,5,36,3.75
2194,215,57,1,840,70.0,1,750,2.75
2642,215,57,23,581,70.0,1,1925,3.0
2642,215,57,3,42,71.65558252427185,1,1753,3.25
2644,215,57,13,952,70.0,1,1605,3.25
741,216,60,58,154,72.0,16,671,3.0
2692,217,57,28,1143,72.0,5,757,3.5
2692,217,57,49,649,70.0,5,1251,3.5
2692,217,57,13,427,75.0,5,515,3.5
2696,217,57,58,384,73.0,5,1493,3.5
15,218,56,2,391,70.0,16,1115,2.5
1896,219,28,28,749,70.0,1,1433,3.5
2382,219,28,35,895,73.0,1,1725,2.5
2696,220,56,23,583,70.0,5,1803,3.0
241,221,19,19,521,71.0,16,2046,2.5
2060,222,27,28,749,70.0,12,574,2.75
87,223,57,28,1141,71.65558252427185,16,413,3.5
147,223,57,2,1088,72.0,16,427,3.5
387,223,57,2,326,70.0,16,276,3.5
654,223,57,2,361,72.0,16,571,2.75
654,223,57,2,719,71.65558252427185,16,1922,3.25
654,223,57,2,963,72.0,16,566,3.25
1602,223,57,2,465,70.0,16,1194,3.75
1197,224,6,34,990,71.65558252427185,5,1682,2.75
1197,224,6,2,227,74.0,5,2,2.75
1197,224,6,13,402,75.0,5,163,3.25
1197,224,6,2,1298,70.0,5,1561,3.5
1201,224,6,2,11,71.65558252427185,5,645,3.0
1327,225,13,14,419,70.0,12,186,3.0
701,226,1,2,1226,71.65558252427185,19,2022,3.0
1696,227,57,4,187,67.0,5,1604,3.0
1700,227,57,4,1342,74.0,5,1406,3.5
2040,227,57,4,723,75.0,5,690,3.0
2270,228,56,58,159,70.0,5,1527,3.25
2330,228,56,23,631,70.0,5,1602,3.0
2752,229,57,18,499,68.0,1,465,3.25
2756,229,57,20,535,68.0,1,744,3.5
2756,229,57,14,433,68.0,1,1775,3.25
2378,230,57,49,639,72.0,5,231,3.25
2378,230,57,13,952,70.0,5,579,3.5
2606,231,32,30,1212,70.0,1,470,3.5
1876,232,18,35,1006,71.65558252427185,6,1361,2.75
2302,233,33,24,1084,71.65558252427185,12,1506,2.5
2302,233,33,57,1060,71.0,12,1254,3.0
2306,233,33,2,430,71.0,12,1545,2.5
1748,234,57,1,846,70.0,5,1365,3.25
1748,235,57,10,356,74.0,5,1158,3.5
1239,236,57,3,39,67.0,5,773,3.5
1243,236,57,3,1367,71.65558252427185,5,2068,3.0
1243,236,57,14,736,67.0,5,1197,3.75
1243,236,57,54,929,67.0,5,1779,3.75
1744,237,57,54,930,72.0,5,21,3.5
1744,238,57,14,737,70.0,5,693,3.5
1744,239,57,3,40,71.65558252427185,5,364,3.75
1744,239,57,3,1368,71.65558252427185,5,446,4.0
1462,541,57,57,1348,74.0,5,1608,3.5
2614,240,57,14,469,71.65558252427185,1,881,2.75
2614,240,57,31,819,71.65558252427185,1,468,3.25
1546,542,57,49,1256,71.65558252427185,2,981,2.75
1546,542,57,28,749,71.65558252427185,2,1622,3.0
1546,542,57,57,1348,71.65558252427185,2,982,3.0
1550,542,57,14,433,71.65558252427185,2,723,3.25
1550,542,57,35,1006,70.0,2,1331,3.25
2146,542,57,14,225,73.0,2,878,2.5
2146,542,57,13,959,71.0,2,767,3.5
2150,542,57,35,802,70.0,2,1040,2.25
2150,542,57,28,1133,74.0,2,1733,2.75
2150,542,57,49,655,70.0,2,1017,3.0
1712,241,34,28,20,70.0,5,1734,2.75
1712,241,34,57,237,72.0,5,1236,2.75
1712,241,34,13,327,75.0,5,946,3.25
2426,241,34,57,1059,68.0,5,897,3.25
414,242,13,14,87,72.0,1,540,3.0
431,243,26,25,592,70.0,1,562,2.5
431,243,26,13,565,71.65558252427185,1,1581,2.75
431,243,26,35,1165,70.0,1,267,3.5
431,243,26,13,566,75.0,1,1391,3.75
1466,243,26,14,214,71.65558252427185,12,725,3.5
1466,243,26,28,1123,71.65558252427185,12,1412,3.5
1466,243,26,53,513,70.0,12,380,3.5
1466,243,26,57,780,70.0,12,1166,3.5
1872,243,26,35,787,70.0,12,1736,2.75
1327,244,45,14,445,71.65558252427185,2,1998,2.5
1030,245,56,44,808,70.0,1,156,4.0
1654,245,56,44,1002,70.0,1,1672,2.75
2134,245,56,8,1199,75.0,12,569,2.75
2386,245,56,22,344,72.0,12,1731,3.0
245,246,56,44,1230,72.0,5,814,3.0
296,246,56,49,1256,75.0,12,1607,2.75
300,246,56,39,1320,72.0,12,775,3.0
552,246,56,14,433,70.0,19,1795,2.75
552,246,56,13,1175,71.65558252427185,19,610,3.0
600,246,56,57,283,70.0,12,19,2.75
1038,246,56,53,1297,75.0,12,1625,3.0
1038,246,56,58,856,71.65558252427185,12,1973,3.5
1065,246,56,28,1222,72.0,12,1231,3.0
1109,246,56,35,259,71.65558252427185,19,1752,2.75
1097,247,6,57,943,70.0,5,634,3.25
1097,247,6,57,52,70.0,5,1206,3.75
1307,247,6,3,182,71.65558252427185,5,955,3.0
1311,247,6,3,179,71.65558252427185,5,2069,3.0
1311,247,6,31,873,70.0,5,588,3.0
1311,247,6,13,572,71.65558252427185,5,1382,3.75
1387,247,6,13,1395,70.0,5,1782,3.5
1542,247,6,58,705,70.0,5,1783,3.5
725,248,52,57,341,72.0,5,315,3.75
725,248,52,57,1239,72.0,5,391,3.75
729,248,52,57,281,72.0,5,405,3.25
733,248,52,57,945,72.0,5,373,3.75
733,248,52,57,1073,74.0,5,374,4.0
737,248,52,57,946,71.65558252427185,5,378,3.5
737,248,52,57,241,71.65558252427185,5,376,4.0
737,248,52,57,342,72.0,5,1342,4.0
737,248,52,57,1240,72.0,5,375,4.0
1085,248,52,57,289,71.65558252427185,5,651,3.75
2008,249,57,58,705,71.65558252427185,5,1147,3.25
943,543,43,35,1185,72.0,8,2045,2.75
943,543,43,35,1403,72.0,8,1529,3.0
1275,250,57,28,757,72.0,1,1006,3.5
1279,250,57,35,1012,72.0,1,1262,2.25
1279,250,57,1,148,71.65558252427185,1,1089,3.25
1279,250,57,13,411,72.0,1,1482,3.25
2250,251,49,45,1005,71.65558252427185,12,2073,2.75
1542,252,57,1,836,70.0,1,956,3.5
1546,252,57,13,461,70.0,1,978,2.75
5,253,57,18,1295,71.65558252427185,16,858,2.0
2146,254,57,57,1349,72.0,5,1598,3.25
1972,255,57,57,944,72.0,5,440,3.5
1976,255,57,26,889,67.0,12,143,3.0
1976,255,57,35,1170,75.0,12,735,3.0
1980,255,57,14,211,71.65558252427185,12,701,3.5
2008,255,57,28,1131,68.0,16,2030,3.5
2104,255,57,8,1307,73.0,12,269,3.25
2458,256,10,57,283,75.0,5,880,2.75
2214,258,54,50,260,70.0,5,1204,3.5
2218,258,54,50,302,70.0,5,710,3.0
2218,258,54,50,265,71.65558252427185,5,895,3.5
2218,258,54,50,1074,70.0,5,110,3.75
1061,259,12,13,1111,70.0,16,1380,3.5
2498,259,57,13,1278,68.0,12,1411,3.75
2498,259,57,13,684,70.0,5,1038,3.75
2502,259,57,13,1366,67.0,12,37,3.75
2716,259,57,13,455,71.65558252427185,5,502,3.25
2390,260,12,13,816,71.5,5,297,3.5
2394,260,12,13,447,70.0,5,1599,3.0
2422,260,12,13,401,68.0,12,340,3.75
2454,260,57,13,458,71.65558252427185,12,301,3.0
2764,260,57,13,1279,72.0,12,738,3.5
2764,260,57,13,1280,72.0,12,227,4.0
2764,260,57,13,728,71.65558252427185,12,921,3.5
2334,261,47,49,887,75.0,5,46,3.25
2338,261,47,31,1160,75.0,5,1802,3.0
2338,261,47,35,301,75.0,5,1167,3.0
241,262,13,14,1209,70.0,14,363,3.0
241,262,13,14,1210,70.0,14,977,3.5
245,262,13,14,1112,75.0,14,1958,2.75
263,262,13,14,201,75.0,14,801,2.5
404,263,17,2,909,70.0,19,1069,2.75
2708,264,6,36,397,70.0,5,1025,3.25
2708,264,6,34,624,70.0,5,1350,3.5
1133,265,57,13,694,70.0,5,625,3.75
431,266,32,30,391,72.0,16,1955,2.0
2478,267,6,8,1306,70.0,5,1353,3.25
1968,268,33,1,144,71.65558252427185,1,846,3.0
1968,268,33,58,1354,70.0,1,1839,3.0
2016,268,33,30,1381,70.0,1,1056,3.25
2044,268,33,30,1386,70.0,1,975,3.75
2064,268,33,28,827,70.0,1,1479,3.0
2068,268,33,36,612,70.0,1,1182,3.25
2282,268,33,34,497,70.0,1,22,3.25
